"Y";"C";"RRR";"VARIABLE_CATEGORY";"UNITS";"value";"Scenario"
"2020";"LUXEMBOURG";"LU";"ENDOGENOUS_ELECT2HEAT";"TWh";3.33413808506563;"GH2E"
"2020";"LUXEMBOURG";"LU";"DIST_LOSSES";"TWh";0.426264412491589;"GH2E"
"2020";"LUXEMBOURG";"LU";"TRANS_LOSSES";"TWh";0.136583598124133;"GH2E"
"2020";"LUXEMBOURG";"LU";"ENDO_H2";"TWh";0.00215266079851792;"GH2E"
"2020";"ALBANIA";"AL";"EXOGENOUS";"TWh";5.01058602865031;"GH2E"
"2020";"ALBANIA";"AL";"ENDOGENOUS_ELECT2HEAT";"TWh";1.001577321113;"GH2E"
"2020";"ALBANIA";"AL";"DIST_LOSSES";"TWh";0.316429649987543;"GH2E"
"2020";"ALBANIA";"AL";"TRANS_LOSSES";"TWh";0.0463562104075446;"GH2E"
"2020";"ALBANIA";"AL";"ENDO_H2";"TWh";0.174685303055273;"GH2E"
"2020";"MONTENEGRO";"ME";"EXOGENOUS";"TWh";2.40641615905576;"GH2E"
"2020";"MONTENEGRO";"ME";"ENDOGENOUS_ELECT2HEAT";"TWh";0.394767123562387;"GH2E"
"2020";"MONTENEGRO";"ME";"DIST_LOSSES";"TWh";0.147430699085166;"GH2E"
"2020";"MONTENEGRO";"ME";"TRANS_LOSSES";"TWh";0.0298979420729743;"GH2E"
"2020";"MONTENEGRO";"ME";"ENDO_H2";"TWh";0.0822320134756144;"GH2E"
"2020";"NORTH_MACEDONIA";"MK";"EXOGENOUS";"TWh";5.64592110870998;"GH2E"
"2020";"NORTH_MACEDONIA";"MK";"ENDOGENOUS_ELECT2HEAT";"TWh";1.08814894347792;"GH2E"
"2020";"NORTH_MACEDONIA";"MK";"DIST_LOSSES";"TWh";0.354424739588837;"GH2E"
"2020";"NORTH_MACEDONIA";"MK";"TRANS_LOSSES";"TWh";0.0789317620209293;"GH2E"
"2020";"NORTH_MACEDONIA";"MK";"ENDO_H2";"TWh";0.194204954077307;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"EXOGENOUS";"TWh";10.6061522672459;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"ENDOGENOUS_ELECT2HEAT";"TWh";1.69404854017479;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"ENDO_INTRASTO";"TWh";0.0192503209200259;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"DIST_LOSSES";"TWh";0.647378989864245;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"TRANS_LOSSES";"TWh";0.0144358033657791;"GH2E"
"2020";"BOSNIA_AND_HERZEGOVINA";"BA";"ENDO_CCS";"TWh";0.00950899077703963;"GH2E"
"2020";"SERBIA";"RS";"EXOGENOUS";"TWh";27.0215122389534;"GH2E"
"2020";"SERBIA";"RS";"ENDOGENOUS_ELECT2HEAT";"TWh";6.66485103803766;"GH2E"
"2020";"SERBIA";"RS";"ENDO_INTRASTO";"TWh";0.0116305637804116;"GH2E"
"2020";"SERBIA";"RS";"DIST_LOSSES";"TWh";1.77296648826269;"GH2E"
"2020";"SERBIA";"RS";"TRANS_LOSSES";"TWh";0.0532661901146924;"GH2E"
"2020";"SERBIA";"RS";"ENDO_CCS";"TWh";0.000634161815849531;"GH2E"
"2020";"SERBIA";"RS";"ENDO_H2";"TWh";0.65796546772661;"GH2E"
"2020";"MALTA";"MT";"EXOGENOUS";"TWh";1.61231580872508;"GH2E"
"2020";"MALTA";"MT";"ENDOGENOUS_ELECT2HEAT";"TWh";0.269085761784241;"GH2E"
"2020";"MALTA";"MT";"DIST_LOSSES";"TWh";0.0990211352899641;"GH2E"
"2020";"MALTA";"MT";"TRANS_LOSSES";"TWh";0.021545318952262;"GH2E"
"2020";"CYPRUS";"CY";"EXOGENOUS";"TWh";3.59954150840895;"GH2E"
"2020";"CYPRUS";"CY";"ENDOGENOUS_ELECT2HEAT";"TWh";1.81182907273455;"GH2E"
"2020";"CYPRUS";"CY";"DIST_LOSSES";"TWh";0.28480897795492;"GH2E"
"2025";"NORWAY";"NO1";"EXOGENOUS";"TWh";24.9762939845611;"GH2E"
"2025";"NORWAY";"NO1";"ENDOGENOUS_ELECT2HEAT";"TWh";4.61106580678202;"GH2E"
"2025";"NORWAY";"NO1";"DIST_LOSSES";"TWh";1.51854335439786;"GH2E"
"2025";"NORWAY";"NO1";"TRANS_LOSSES";"TWh";0.497036051096202;"GH2E"
"2025";"NORWAY";"NO1";"ENDO_H2";"TWh";0.660491212375529;"GH2E"
"2025";"NORWAY";"NO2";"EXOGENOUS";"TWh";26.0440696641943;"GH2E"
"2025";"NORWAY";"NO2";"ENDOGENOUS_ELECT2HEAT";"TWh";2.94530728578626;"GH2E"
"2025";"NORWAY";"NO2";"DIST_LOSSES";"TWh";1.89628631243896;"GH2E"
"2025";"NORWAY";"NO2";"TRANS_LOSSES";"TWh";0.160446892579152;"GH2E"
"2025";"NORWAY";"NO2";"ENDO_H2";"TWh";0.881399768374244;"GH2E"
"2025";"NORWAY";"NO3";"EXOGENOUS";"TWh";20.2980526353845;"GH2E"
"2025";"NORWAY";"NO3";"ENDOGENOUS_ELECT2HEAT";"TWh";1.92300146655929;"GH2E"
"2025";"NORWAY";"NO3";"DIST_LOSSES";"TWh";1.16149495950535;"GH2E"
"2025";"NORWAY";"NO3";"TRANS_LOSSES";"TWh";0.375010808934482;"GH2E"
"2025";"NORWAY";"NO3";"ENDO_H2";"TWh";0.734082325597904;"GH2E"
"2025";"NORWAY";"NO4";"EXOGENOUS";"TWh";14.3593958417241;"GH2E"
"2025";"NORWAY";"NO4";"ENDOGENOUS_ELECT2HEAT";"TWh";1.7484657991315;"GH2E"
"2025";"NORWAY";"NO4";"DIST_LOSSES";"TWh";0.842146459925293;"GH2E"
"2025";"NORWAY";"NO4";"ENDO_H2";"TWh";0.550079231404052;"GH2E"
"2025";"NORWAY";"NO5";"EXOGENOUS";"TWh";11.7317960092989;"GH2E"
"2025";"NORWAY";"NO5";"ENDOGENOUS_ELECT2HEAT";"TWh";1.29446395587997;"GH2E"
"2025";"NORWAY";"NO5";"DIST_LOSSES";"TWh";0.679922543162409;"GH2E"
"2025";"NORWAY";"NO5";"TRANS_LOSSES";"TWh";0.0395239176066481;"GH2E"
