"Y";"C";"RRR";"PRICE_CATEGORY";"UNITS";"value";"Scenario"
"2045";"FRANCE";"FR";"AVERAGE";"Money_per_MWh";40.0382064480488;"GH2E"
"2045";"ITALY";"IT";"AVERAGE";"Money_per_MWh";41.1141103937468;"GH2E"
"2045";"SWITZERLAND";"CH";"AVERAGE";"Money_per_MWh";40.6472133515128;"GH2E"
"2045";"AUSTRIA";"AT";"AVERAGE";"Money_per_MWh";41.1915643874248;"GH2E"
"2045";"CZECH_REPUBLIC";"CZ";"AVERAGE";"Money_per_MWh";41.7770637874997;"GH2E"
"2045";"SPAIN";"ES";"AVERAGE";"Money_per_MWh";38.100135292372;"GH2E"
"2045";"PORTUGAL";"PT";"AVERAGE";"Money_per_MWh";38.4967602601081;"GH2E"
"2045";"SLOVAKIA";"SK";"AVERAGE";"Money_per_MWh";40.6230888823736;"GH2E"
"2045";"HUNGARY";"HU";"AVERAGE";"Money_per_MWh";41.275088470551;"GH2E"
"2045";"SLOVENIA";"SI";"AVERAGE";"Money_per_MWh";41.2985947201595;"GH2E"
"2045";"CROATIA";"HR";"AVERAGE";"Money_per_MWh";40.7731896176911;"GH2E"
"2045";"ROMANIA";"RO";"AVERAGE";"Money_per_MWh";40.4353926678354;"GH2E"
"2045";"BULGARIA";"BG";"AVERAGE";"Money_per_MWh";40.6546293318703;"GH2E"
"2045";"GREECE";"GR";"AVERAGE";"Money_per_MWh";40.9307409069408;"GH2E"
"2045";"IRELAND";"IE";"AVERAGE";"Money_per_MWh";34.7769115005242;"GH2E"
"2045";"LUXEMBOURG";"LU";"AVERAGE";"Money_per_MWh";41.2351583547444;"GH2E"
"2045";"ALBANIA";"AL";"AVERAGE";"Money_per_MWh";40.9801645248818;"GH2E"
"2045";"MONTENEGRO";"ME";"AVERAGE";"Money_per_MWh";40.7434932036935;"GH2E"
"2045";"NORTH_MACEDONIA";"MK";"AVERAGE";"Money_per_MWh";40.9405961120435;"GH2E"
"2045";"BOSNIA_AND_HERZEGOVINA";"BA";"AVERAGE";"Money_per_MWh";40.3840896752834;"GH2E"
"2045";"SERBIA";"RS";"AVERAGE";"Money_per_MWh";41.7990367823517;"GH2E"
"2045";"MALTA";"MT";"AVERAGE";"Money_per_MWh";41.9150102634819;"GH2E"
"2045";"CYPRUS";"CY";"AVERAGE";"Money_per_MWh";39.5997120396742;"GH2E"
"2050";"NORWAY";"NO1";"AVERAGE";"Money_per_MWh";32.2817976362307;"GH2E"
"2050";"NORWAY";"NO2";"AVERAGE";"Money_per_MWh";31.972806158909;"GH2E"
"2050";"NORWAY";"NO3";"AVERAGE";"Money_per_MWh";29.7047823294938;"GH2E"
"2050";"NORWAY";"NO4";"AVERAGE";"Money_per_MWh";30.2963045983091;"GH2E"
"2050";"NORWAY";"NO5";"AVERAGE";"Money_per_MWh";29.2836989569015;"GH2E"
"2050";"DENMARK";"DK1";"AVERAGE";"Money_per_MWh";34.4468963237931;"GH2E"
